code,name,state,lat,lon,lat_raw,lon_raw,elevation_ft,mag_var,certification,utc_offset,has_fuel,fuel_types,avgas,mogas,jet_a1,jet_b,f34,fsii,jetplus,fuel_caveat,fuel_source,payment_methods,pay_carnet,pay_credit,pay_eftpos,pay_cash,pay_account,pay_app,pay_fuelcard,controlled,airspace_class,ctaf,frequencies,runway_count,runway_summary,handling_raw
YCKI,CROKER ISLAND,NT,-11.165278,132.483889,110955S,1322902E,51,2 E,CERT,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.15; CTAF 126.7,1,13/31 Sealed,
YCKN,COOKTOWN,QLD,-15.444722,145.184444,152641S,1451104E,26,6 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Credit card, Cash, Account",True,True,False,True,True,False,False,False,,126.7,FIA 134.65,1,11/29,"Cook Shire Council: H24 AVGAS and JET A1 bowser using Cook Shire Council account card and
most credit cards. 2HR notice required for cash or cheque. Carnet card NOT accepted.
Phone 07 4069 5360, Mobile 0419 511 289."
YCLN,CHARLIE ONE,WA,-20.42,117.411667,202512S,1172442E,,1 E,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.35,FIA 122.4; ATIS 134.55; TWR 127.35; CTAF 127.35,0,,
YCLQ,CAPE LEVEQUE,WA,-16.400556,122.931389,162402S,1225553E,75,1 E,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.2,FIA 122.1,0,,
YCMH,CAMDEN HAVEN,NSW,-31.665,152.741667,313954S,1524430E,7,13 E,UNCR,+10,True,MOGAS,False,True,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,118.1,FIA 120.55; CTAF 118.1,1,(unnamed) 880M,Fuel: MOGAS (Drums)
YCMM,CUMMINS TOWN,SA,-34.252778,135.713333,341510S,1354248E,199,7 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.9,0,,
YCMT,CLERMONT,QLD,-22.773056,147.620556,224623S,1473714E,918,,,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.3,2,01/19 Gravel; 15/33,"C
Fuel AVBL FM AD OPR (BH only) or ARO (H24). AVGAS and JET A1.
33
1HR PN required. Out of hours fee applies."
YCMU,CUNNAMULLA,QLD,-28.03,145.622222,280148S,1453720E,630,9 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.8,2,06/24 ; 12/30,"2130-0630 UTC MON-FRI, AH 2HR PN.
Phone 07 4655 8400, AH 0427 551 732. JET A1, AVGAS
and O125."
YCMW,CAMOOWEAL,QLD,-19.911667,138.125,195442S,1380730E,780,5 E,CERT,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.4,1,13/31,
YCNF,NIFTY,WA,-21.673611,121.594722,214025S,1213541E,968,1 E,CERT,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 134.5; UNICOM 133.1,1,12/30 Sealed,Nil fuel AVBL.
YCNK,CESSNOCK,NSW,-32.786111,151.339444,324710S,1512022E,210,12 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Carnet,True,False,False,False,False,False,False,False,,122.65,FIA 125.7,1,17/35,"Skyfuel: H24 AVGAS and JET A1 self-service browsers accept V, MC and Skyfuel carnet card.
Phone 0418 862 100 or 0417 780 280. Refer to www.skyfuel.com.au for site orientation. Fuel area
helipad has JET A1 and AVGAS capability.
LAME: Murray's Air Repair, Phone 02 4991 2323 Mobile 0428 431 193.
LAME: Hunter Aerospace, Phone 02 4932 0000."
YCNM,COONAMBLE,NSW,-30.983333,148.375556,305900S,1482232E,604,11 E,CERT,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,"Carnet, Credit card",True,True,False,False,False,False,False,False,,126.7,FIA 127.1,2,"05/23 ; 12/30 Grass, Clay","AVGAS AVBL H24 via self-serve bowser activated by credit card and
Skyfuel carnet card. PH 0418 862 100 or refer www.skyfuel.com.au for
site orientation."
YCNY,CENTURY MINE,QLD,-18.753333,138.706667,184512S,1384224E,416,5 E,CERT,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.7,1,14/32 Sealed,
YCOE,COEN,QLD,-13.761944,143.116667,134543S,1430700E,533,5 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.2,1,11/29,AVGAS and JET A1 AVBL HJ with 2HR PN. CTC ARO.
YCOF,COFFIN BAY,SA,-34.588889,135.505,343520S,1353018E,13,7 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,128.0,FIA 125.9; CTAF 128.0,1,08/26 Gravel,
YCOH,COHUNA,VIC,-35.826944,144.213889,354937S,1441250E,260,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.6,1,15/33 964M Sealed,
YCOM,COOMA - SNOWY MOUNTAINS,NSW,-36.300556,148.973889,361802S,1485826E,3106,13 E,CERT,+10,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,118.1,FIA 120.75,1,18/36,Nil fuel AVBL.
YCOO,COOINDA,NT,-12.902778,132.532222,125410S,1323156E,43,2 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.1; CTAF 126.7,1,09/27 1282M Gravel,
YCOR,COROWA,NSW,-35.990278,146.351389,355925S,1462105E,469,12 E,CERT,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.45,FIA 125.2,2,05/23 ; 14/32,
YCPK,COOMBING PARK,NSW,-33.628611,149.124722,333743S,1490729E,2350,12 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 135.25; CTAF 126.7,1,07/25 1200M,Nil.
YCPR,CAPE PRESTON,WA,-20.977222,116.275,205838S,1161630E,77,1 E,CERT,+8,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.05,FIA 122.4,1,08/26,"Parking and ground handling by prior arrangement with AD OPR. JET A1 fuel only AVBL for under
wing refuelling."
YCPT,CARRAPATEENA,SA,-31.308333,137.443333,311830S,1372636E,672,7 E,CERT,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,125.85,FIA 122.0; CTAF 125.85,1,01/19 Sealed,
YCRE,CRESSY,VIC,-38.04,143.653056,380224S,1433911E,420,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 126.8,2,01/19 1100M Grass; 15/33 900M Grass,No fuel AVBL.
YCRF,WESTBURY/CROFTON FARM,TAS,-41.467778,146.838333,412804S,1465018E,570,14 E,UNCR,+10,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 123.8; CTAF 126.7,1,14/32 625M Grass,Nil fuel AVBL.
YCRG,CORRYONG,VIC,-36.182778,147.887778,361058S,1475316E,963,12 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Credit card,False,True,False,False,False,False,False,False,,126.7,FIA 125.2,1,"06/24 Sealed, Gravel","Aero Refuellers: H24 card swipe. AVGAS and JET A1 bowsers. Accepts Aero Refuellers cards,
V and MC. Phone: 0413 003 808."
YCRL,CROOKWELL,NSW,-34.5,149.45,343000S,1492700E,2953,12 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 121.2/121.2; FIA 124.1; CTAF 126.7,0,,
YCRN,CRANBOURN,TAS,-41.161389,147.014722,410941S,1470053E,300,,,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 123.8,2,"14L/32R 680M Grass; 14R/32L 680M Gravel, Grass",
YCRY,CROYDON,QLD,-18.2175,142.253056,181303S,1421511E,350,6 E,UNCR,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.6; CTAF 126.7,0,,Phone 07 4745 6163. AVGAS AVBL with 2 weeks PN.
YCSV,COLLINSVILLE,QLD,-20.596111,147.86,203546S,1475136E,591,8 E,UNCR,+10,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 135.5,1,"06/24 1400M Sealed, Gravel",Nil fuel AVBL.
YCTA,COOLATAI,NSW,-29.144167,150.724722,290839S,1504329E,1230,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 127.1; CTAF 126.7,2,"02/20 Grass, Clay; 14/32 Grass, Clay",ULP 95 AVBL by prior arrangement.
YCTI,COCKATOO ISLAND,WA,-16.095833,123.611389,160545S,1233641E,380,1 E,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.2,FIA 122.1; UNICOM 127.2,1,12/30 Gravel,Refuelling AVBL by prior arrangement (drumstock only).
YCTM,COOTAMUNDRA,NSW,-34.624444,148.035833,343728S,1480209E,1110,12 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Credit card",True,True,False,False,False,False,False,False,,126.7,FIA 124.1; FIA 134.65,2,"10/28 Grass, Clay; 16/34","Aero Refuellers AVGAS; Bowser accepts Aero Refuellers carnet card, MC,
Displaced THR
Refer ERSA-RDS VISA (debit and credit). For information phone 02 6041 1599 (Office HR).
South West Aviation PTY LTD: JET A1 PH 02 6942 2956. CTC operator to
check availability. Call-out fees may apply after hours. V or MC."
YCTN,CASTERTON,VIC,-37.613333,141.361667,373648S,1412142E,521,10 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.8; CTAF 126.7,2,09/27 454M Grass; 16/34 Gravel,
YCUE,CUE,WA,-27.446667,117.918611,272648S,1175507E,1458,0 E,CERT,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.6,1,04/22 Sealed,"Nil fuel and ground handling services AVBL.
322° 1.7NM
04
Cue"
YCUN,CUNDERDIN,WA,-31.622222,117.216667,313720S,1171300E,705,1 W,CERT,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.8,FIA 120.3,2,05/23 ; 14/32,
YCVA,CLARE VALLEY,SA,-33.708333,138.583333,334230S,1383500E,1120,8 E,UNCR,+9:30,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,App,False,False,False,False,False,True,False,False,,126.7,FIA 118.95; CTAF 126.7,2,09/27 600M Grass; 17/35 1250M Sealed,"AVGAS AVBL H24. Use Compac Pay mobile APP. Organisation code for site: 389KP4
PH: 0412 602 447."
YCVG,CALVIN GROVE,SA,-34.696667,138.578333,344148S,1383442E,42,8 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,118.3,FIA 130.45; CTAF 118.3,0,,
YCWA,COONDEWANNA,WA,-22.966667,118.813333,225800S,1184848E,2327,1 E,CERT,+8,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,127.05,FIA 128.15,1,08/26 Grooved,"AIR BP: JET A1 CTC ARO.
Marshalling is provided for all fixed wing aircraft."
YCWL,COWELL,SA,-33.667222,136.891667,334002S,1365330E,127,7 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.9; CTAF 126.7,3,"04/22 Gravel, Grass; 12/30 Grass; 17/35 Grass",
YCWR,COWRA,NSW,-33.844722,148.648889,335041S,1483856E,973,12 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Credit card,False,True,False,False,False,False,False,False,,126.7,FIA 135.25,2,03/21 Clay; 15/33,"AVGAS and JET A1 AVBL 24H. Self-service terminal accepts V and MC.
Phone BH 02 6341 1616, AH 0419 263 405.
065° 2NM
Cowra 33"
YDAY,DALBY,QLD,-27.155278,151.267222,270919S,1511602E,1137,11 E,UNCR,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Account, App",False,False,False,False,True,True,False,False,,126.7,FIA 121.2; CTAF 126.7,2,04/22 914M Gravel; 13/31 1268M Sealed,"IOR Aviation: JET A1 and AVGAS 100LL AVBL H24. Payment method via

IOR Aviation tag for account holders or via the Fuelcharge APP.
PH 1300 457 467."
YDBI,DIRRANBANDI,QLD,-28.588333,148.2175,283518S,1481303E,567,10 E,CERT,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.95; CTAF 126.7,1,"01/19 Sealed, Gravel, Natural",
YDBR,DUNBAR,QLD,-16.05,142.4,160300S,1422400E,163,6 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.6; CTAF 126.7,0,,
YDBY,DERBY,WA,-17.37,123.660556,172212S,1233938E,24,2 E,CERT,+8,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.1,2,"05/23 Sealed, Gravel; 11/29","Recharge Fuels: H24 AVGAS bowser. JET A1 by prior arrangement only. Call-out fees apply
outside of normal business hours. Phone 0456 051 988."
YDEK,DENMARK,WA,-34.945833,117.397222,345645S,1172350E,230,2 W,UNCR,+8,True,"AVGAS, JET A1",True,False,True,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,127.85,FIA 123.9,1,09/27 1204M Sealed,"No fuel at airport. Air BP AVGAS and JET A1 AVBL H24 card bowser at Albany, 20NM East."
YDGA,DALGARANGA MINE,WA,-27.829722,117.316389,274947S,1171859E,1448,0 W,CERT,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.8,1,11/29 Gravel,Nil Fuel AVBL.
YDGU,DEGRUSSA,WA,-25.5575,119.2875,253327S,1191715E,1823,1 E,CERT,+8,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.6; UNICOM 126.7,1,09/27 Sealed,Nil fuel AVBL.
YDKG,DUKETON GOLD,WA,-27.601944,122.333889,273607S,1222002E,1770,1 E,CERT,+8,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.95; UNICOM 126.7,1,18/36 Grooved,"PRKG and ground handling by prior arrangement with AD OPR. JET A1 AVBL. CTC AD
Manager/ARO."
YDKI,DUNK ISLAND,,-17.9375,146.140556,175615S,1460826E,20,,,,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.9,FIA 124.6,1,14/32 Sealed,
YDLO,DARLOT,WA,-27.873611,121.271667,275225S,1211618E,1513,1 E,UNCR,+8,True,JET A1,False,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.5,FIA 118.95; CTAF 126.5,1,14/32 1969M Gravel,JET A1 - Private Installation - Contact ARO.
YDLQ,DENILIQUIN,NSW,-35.559444,144.946389,353334S,1445647E,316,11 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Credit card",True,True,False,False,False,False,False,False,,119.0,FIA 118.6,2,06/24 ; 12/30 Clay,"Field Air: PH 03 5881 2667, AH 0429 935 448. AH call-out fee $80.
MC and V credit cards AVBL. JET A1.
Aero Refuellers: PH 0413 003 808. AVGAS H24 (Aero Refuellers
Carnet, MC, V, Credit/Debit Cards) AVBL."
YDLT,DELTA DOWNS,QLD,-16.991667,141.316667,165930S,1411900E,50,5 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.6; CTAF 126.7,0,,
YDLV,DELISSAVILLE,NT,-12.551111,130.686667,123304S,1304112E,112,2 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.15,0,,
YDMG,DOOMADGEE,QLD,-17.936944,138.816389,175613S,1384859E,160,5 E,CERT,+10,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.7; CTAF 126.7,1,12/30,Nil fuel.
YDNI,DARNLEY ISLAND,QLD,-9.578889,143.780278,93444S,1434649E,220,5 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 120.3,1,10/28 500M Sealed,
YDOC,DOCHRA,NSW,-32.650556,151.208056,323902S,1511229E,228,12 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.7,0,,
YDOD,DONALD,VIC,-36.360278,143.0075,362137S,1430027E,409,10 E,CERT,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.8; CTAF 126.7,2,"09/27 ; 18/36 Clay, Sand",
YDOP,DONNINGTON AIRPARK,QLD,-19.601667,146.841667,193606S,1465030E,250,7 E,UNCR,+10,True,MOGAS,False,True,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 120.55; FIA 126.8; CTAF 126.7,1,11/29 930M Grass,MOGAS AVBL FM roadhouse (13KM FM AD) - transport and 20L drums AVBL with prior notice.
YDOR,DORUNDA STATION,QLD,-16.554167,141.824167,163315S,1414927E,90,5 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.6; CTAF 126.7,1,13/31 1600M,
YDPD,DAVENPORT DOWNS,QLD,-24.145556,141.112222,240844S,1410644E,312,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.4; CTAF 126.7,0,,
YDPO,DEVONPORT,TAS,-41.169722,146.430278,411011S,1462549E,33,14 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Credit card, Cash, App, Fuel card",True,True,False,True,False,True,True,False,,126.9,FIA 120.7,2,06/24 Grooved; 14/32 Grass,"H24 AVGAS by Air BP Carnet Card Swipe Bowser.
AVTAS Fuels Pty Ltd: 0600-1800 Local DLY, AH call-out fee - 1HR PN. Mobile 0417 397 828 H24.
JET A1 (tanker) PN 30 MIN. Cash, MC and V.
World Fuel Services H24 AVGAS bowser and H24 overwing/underwing JET A1 bowser. JET A1
tanker AVBL 0600-1800 Local, DLY - 30 MIN PN. AH call-out fee may apply - 60 MIN PN. WFS
carnet card, V and MC credit card via Compac Pay smartphone APP. Phone 0417 397 828."
YDRD,DRYSDALE RIVER,WA,-15.713056,126.381389,154247S,1262253E,1180,2 E,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,128.0,FIA 120.75; CTAF 128.0,0,,Drum fuel only with prior arrangement.
YDRH,DURHAM DOWNS,QLD,-27.075,141.9,270430S,1415400E,380,8 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.8; CTAF 126.7,0,,
YDRI,DURRIE,QLD,-25.684722,140.223333,254105S,1401324E,190,7 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.4; CTAF 126.7,0,,
YDRN,DROUIN,VIC,-38.208889,145.829444,381232S,1454946E,330,12 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 123.35; CTAF 126.7,0,,
YDUM,DUMBLEYUNG,WA,-33.3225,117.743889,331921S,1174438E,900,1 W,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.4; CTAF 126.7,1,09/27 900M Gravel,
YDUN,DUNWICH,QLD,-27.516667,153.428333,273100S,1532542E,250,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.7,1,15/33 800M Grass,"Nil fuel AVBL. Other services by prior arrangement, CTC AD OPR."
YDVR,DOCKER RIVER,NT,-24.858333,129.123333,245130S,1290724E,1931,3 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 121.85,0,,
YDWF,DELAMERE RANGE FACILITY,NT,-15.746944,131.919444,154449S,1315510E,730,3 E,MIL,+9:30,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 122.6; CTAF 126.7,1,"09/27 Gravel, Clay",Nil fuel AVBL.
YDYS,DYSART,QLD,-22.622222,148.363889,223720S,1482150E,682,8 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 128.55,1,14/32,
YECB,ECO BEACH,WA,-18.323333,122.126667,181924S,1220736E,6,1 E,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 123.95; CTAF 126.7,1,10/28 1400M Earth,Fuel AVBL at Broome International Airport (014/23NM).
YECH,ECHUCA,VIC,-36.157222,144.761944,360926S,1444543E,323,11 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, App",True,False,False,False,False,True,False,False,,119.1,FIA 126.8,2,05/23 Grass; 17/35,"Echuca Aero Club: AVGAS and JET A1. H24. Requires smartphone with
COMPAC PAY with either V or MC installed. No Carnet. CTC: 0408 322
398 or 0434 940 914."
YEHP,ERINA HELIPORT,NSW,-33.440833,151.368611,332627S,1512207E,15,13 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.1,FIA 124.55; UNICOM 120.4,0,,Coast Helicopters - daily 2300-0700 UTC.
YEJI,EAST JAURDI,WA,-30.769444,120.311944,304610S,1201843E,1448,0 E,CERT,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 123.4; FIA 125.75,1,08/26,
YELD,ELCHO ISLAND,NT,-12.019444,135.570556,120110S,1353414E,101,3 E,CERT,+9:30,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,Credit card,False,True,False,False,False,False,False,False,,127.15,FIA 123.4,1,10/28 Sealed,"JET A1 and AVGAS 24HR credit cards bowser AVBL, located on eastern APN. CTC ARO if RQ."
YELN,ELLISTON,SA,-33.638333,134.9,333818S,1345400E,20,6 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.9; CTAF 126.7,1,18/36 1218M,
YEMG,EROMANGA,QLD,-26.704722,143.261944,264217S,1431543E,545,8 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 118.8; CTAF 126.7,1,18/36 1500M,
YEML,EMERALD,QLD,-23.567778,148.179167,233404S,1481045E,622,9 E,CERT,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Credit card, Fuel card",False,True,False,False,False,False,True,False,,126.7,FIA 122.3,2,06/24 ; 15/33 Sealed,"Star Aviation (Ground Handling Agent): Mobile: +61 477 400 420, Phone: +61 1300 787 900,
Email: emd@staraviationservices.com.au, Website: www.staraviationservices.com.au.
VIVA Energy (Aviation Fuel): JET A1, AH callout fees apply outside operational hours. Fuel2sky
and credit card. AVGAS Bowser AVBL H24. Mobile: +61 418 608 866,
Phone: +61 13 84 82, Email: emerald@nqfuelservices.com.au, Website: www.vivaenergy.com.au.
MAS Aviation (ground handling agent) Mobile: 0415 041 629, Email: rachel@masaviation.com.au."
YEMP,EMU PARK,QLD,-23.256667,150.813333,231524S,1504848E,44,9 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,132.2,FIA 119.55,1,"16/34 673M Grass, Natural",
YENO,ENOGGERA HELIPORT,QLD,-27.426667,152.97,272536S,1525812E,223,11 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 125.7,0,,
YEQY,ELIZABETH QUAY,WA,-31.966667,115.861667,315800S,1155142E,,2 W,UNCR,+8,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,,FIA 135.25; APP 123.6; DEP 118.7,0,,
YERN,ERNABELLA,SA,-26.2625,132.181667,261545S,1321054E,2319,4 E,UNCR,+9:30,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 121.85,0,,
YESD,EIDSVOLD,QLD,-25.365,151.108333,252154S,1510630E,869,10 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.1; CTAF 126.7,1,"14/32 1189M Gravel, Grass",
YESE,ELROSE,QLD,-20.977222,141.007222,205838S,1410026E,643,6 E,UNCR,+10,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 123.95,1,14/32 Gravel,PPR FM Airport Manager to determine if fuel is available. AVGAS and JET A1.
YESP,ESPERANCE,WA,-33.684444,121.822778,334104S,1214922E,471,0 E,CERT,+8,True,"AVGAS, JET A1",True,False,True,False,False,False,False,False,handling_section,"Carnet, Credit card, Cash",True,True,False,True,False,False,False,False,,126.7,FIA 133.2,2,03/21 Gravel; 11/29,"AIR BP: 0000-0900 UTC MON-FRI, 0000-0200 UTC SAT, SUN and PH. JET A1 60MIN PN REQ.
H24 AVGAS. AIR BP Carnet swipe bowser, 60MIN PN REQ for credit card and cash sales. Call-out
fee applies outside normal HR. Mobile 0428 935 618.
Note: Phone calls only, SMS are not monitored.
AUSFLIGHT Ground Handling Services: Availability O/R. Mobile 0467 555 105.
Email: charterrepr@ausflighthandling.com.au."
YEUA,EUROA,VIC,-36.744722,145.513333,364441S,1453048E,555,12 E,UNCR,+10,True,AVGAS,True,False,False,False,False,False,False,False,handling_section,Cash,False,False,False,True,False,False,False,False,,126.7,FIA 122.4,0,,"AVGAS/Oil AVBL. Contact AD OPR. Cash, V or MC. Bunkhouse accommodation also AVBL by
arrangement."
YEUO,EULO,QLD,-28.169167,145.041667,281009S,1450230E,500,9 E,UNCR,+10,False,,False,False,False,False,False,False,False,False,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 124.8; CTAF 126.7,0,,
YEVD,EVANS HEAD,NSW,-29.093333,153.420278,290536S,1532513E,20,12 E,UNCR,+10,False,,False,False,False,False,False,False,False,True,handling_section,,False,False,False,False,False,False,False,False,,126.7,FIA 120.3; RANGE 123.3; RANGE 133.9; RANGE 120.3,0,,Nil fuel AVBL.
